label,message
1,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx £
0,oh way food fridge want go meal tonight
0,came look flat seems ok away alot wiv work got woman coming
0,right meanwhile hows project twin comin
1,want latest video handset anytime network min half price line rental reply call delivery tomorrow
0,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
0,opposite side dropped
0,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,lunch come quickly open door
0,ask say please message
0,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r
0,wasnt well babe swollen gland throat end
0,dunno da next show aft toa payoh got
0,reach ur home ltgt minute
0,seems unnecessarily affectionate
0,yo yo yo byatch whassup
0,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
0,lovely night wake see message hope smile knowing great morning
0,time thinkin goin
0,aiyar u poor thing give u support k jia ill think u
0,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
0,mean get door
0,oic co n si got lunch today dad went dunno whether eat sch wat
0,ok prob ill come lunch
0,dunno let go learn pilate
0,beautiful truth expression face could seen everyone depression heart could understood loved one gud ni
0,kallis ready bat nd inning
0,sir thats hr trip bus last week another audition next wednesday think might drive time
0,got ur mail dileepthank muchand look forward lot supportvery less contact hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
0,hair cream shipped
0,checking really miss seeing jeremiah great month
0,want show world princess europe
0,short cute good person dont try prove gud noon
0,yes trust u buy new stuff asap try
0,lady first genus second k
0,happened interview
0,im sure still available though
1,bought one ringtone getting text costing pound offering tone etc
0,yup thk r e teacher said make face look longer darren ask cut short
0,doc appointment next week im tired shoving stuff ugh couldnt normal body
0,im stuck da middle da row da right hand side da lt
0,got fujitsu ibm hp toshiba got lot model say
0,nope forgot show next week
0,shall come get pickle
0,certainly put thing perspective something like happens
0,worry im sure youll get
0,yet chikkuwat abt u
0,pls whats full name joke school co fee university florida seem actually ltgt k pls holla back
0,hmph go head big baller
0,ywhere u dogbreath sounding like jan c thats al
1,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting
0,date sunday
0,talk g x
1,rodger burn msg tried call reply sm free nokia mobile free camcorder please call delivery tomorrow
0,oh icic k lor den meet day
0,sent type food like
0,babe said hour almost internet
0,much getting
0,lost pound since doc visit last week woot woot im gonna celebrate stuffing face
0,piss talking someone realise u point itnow read backwards
0,nope thats fine might nap tho
0,b late love mum
1,u outbid simonwatson shinco dvd plyr bid visit sm acsmsrewards end bid notification reply end
0,ive reached home finally
0,jay snickering tell x totally fucking chord speak
0,generally isnt one uncountable noun u dictionary piece research
0,got tv watch meh u work today
0,dont pack buy storelike cereal must pack food pack gari something ja miss
1,enjoy jamster videosound gold club credit new videosounds logosmusicnews get fun jamstercouk help call
0,way im going back
0,living simple loving also simple laughing simple winning tooo simple simple difficult
0,oh u must taken real valentine shopping first
1,registered subscriber yr draw £ gift voucher b entered receipt correct an next olympics txt an
0,hi please get ltgt dollar loan ill pay back mid february pls
0,got shitload diamond though
1,st wk free gr tone str u wk txt nokia classic nokia tone hit polys nokiap polyp
0,dint tell anything angry told abi
0,hey mate spoke mag people we‘re deliver end month deliver th sept talk later
0,anything lar ü going home dinner
0,let know detail fri u find co im tom fri mentionned chinese thanks
0,apps class varaya elaya
1,customer service announcement recently tried make delivery unable please call reschedule ref
0,it‘s reassuring crazy world
1,valued vodafone customer computer picked win £ prize collect easy call
0,er hello thing didn‘t quite go plan – limping slowly home followed aa exhaust hanging
0,sac need carry
0,ask around there lot term mids
0,done
0,sicomo nolistenedthe plaid albumquite gdthe new air hilariousalso boughtbraindancea compofstuff aphexs abelu havhear itc u sn xxxx
0,mean left early check co im working
0,give sec think think
0,co lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
0,work right
0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night
0,huh early ü dinner outside izzit
0,aiyar sorry lor forgot tell u
0,send naughty pix
0,fishrman woke early mrng dark waited amp found sack ful stone strtd throwin thm sea pas time atlast jus stone sun rose amp found tht r nt stone diamond moraldont wake early mrng good night
0,hey go jazz power yoga hip hop kb yogasana
0,wot u thout u gonna call txt bak luv k
0,whatever im pretty pissed
0,well im computerless time make oreo truffle
0,aiyah ok wat long got improve already wat
0,finish meeting call
0,yup need ill jus wait e rain stop
0,message great doctor india drink appy fizz contains cancer causing age
0,yo guy ever figure much need alcohol jay trying figure much safely spend weed
0,miss much im desparate recorded message left day listen hear sound voice love
0,kallis dismissial nd test
0,cool want go kappa meet outside mu
0,mean february april ill getting place stay dont hustle back forth audition season since sister moved away harlem
0,well know mean texting
0,serious like proper tongued
0,big god bring success
0,dont anybodys number still havent thought tactful way ask alex
0,im office call ltgt min
0,spend day waiting ideal path appear front u forget path made walking waiting goodnight
0,r giving second chance rahul dengra
0,need strong arm
1,claim shopping spree call mobstorequizppm
0,first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt
0,today song dedicated day song u dedicate send ur valuable frnds first rply
0,oh got many responsibility
0,world famamus
1,goal arsenal henry v liverpool henry score simple shot yard pas bergkamp give arsenal goal margin min
1,ur cashbalance currently pound maximize ur cashin send cash pmsg cc po box tcrw
0,finished work yet
0,havent heard anything he answering text im guessing flaked said jb fantastic
0,got meh
0,awesome deal gate charles told last night uh yeah
0,send print out da
0,sorry pa dont knw ru pa
0,hows queen going royal wedding
0,happy new year hope good semester
0,hi darlin finish u pick meet text back number luv kate xxx
0,evo download flash jealous
0,yo trip got postponed still stocked
0,joy father john john name joy father mandan
0,hello damn christmas thing think decided keep mp doesnt work
0,ok problem u frm wats matter
0,great
0,real u getting yo need ticket one jacket im done already used multis
0,wont touch permission
0,wheres boytoy miss happened
0,nice day today love dearly
0,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx
1,get brand new mobile phone agent mob plus load goody info text mat
0,thank baby cant wait taste real thing
0,jus finish lunch way home lor tot u dun wan stay sch today
0,cant get da laptop matric card wif ü lei
0,sorry dude dont know forgot even dan reminded sorry hope guy fun
0,shes good r u working
0,cant believe attached seeing every day know best get babe go teach class midnight
0,call da waiting call
0,kall bestcongrats
0,home lei
0,sorry im stil fucked last nite went tobed got work
0,im still looking car buy gone driving test yet
0,total disappointment texted craziest shit got
0,yeh indian nice tho kane bit shud go drink sometime soon mite hav go da work laugh soon love pete x x
0,sorry roommate took forever ok come
0,mum repent
0,anything special
0,k k sm chat
0,oops got bit
0,yeah ill try scrounge something
0,rose redred bloodblood heartheart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try
0,well ball time make call
1,£ price claim call
0,okay good problem thanx
0,carry disturbing
0,u wake already thanx e tau sar piah quite nice
0,said ü dun haf passport smth like dat ü juz send email account
0,sian aft meeting supervisor got work liao u working
0,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u
0,g want know fuck
1,moby pub quizwin £ high street prize u know new duchess cornwall txt first name unsub stop £ sp
0,thinking chuckin ur red green n black trainners save carryin bac train
0,want kfc tuesday buy meal gravy mark
0,lol ok ill try send warned sprint dead slow youll prolly get tomorrow
0,wondering would okay call uncle john let know thing nigeria r ltgt dollar year sent know strain plan pay back every dime give every dime expect anything practical something like
0,u wearing
0,yup ü comin
0,love working home
0,night worrying appt shame missed girl night quiz popcorn hair
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
1,know someone know fancy call find pobox lshb p
0,born god said oh another idiot born god said oh competition knew one day two become freinds forever
0,short cute good person dont try prove gud mrng
0,talk atleast day otherwise miss best friend world shakespeare shesil ltgt
0,si lor juz watched italian job
0,take u shopping mark distract isaiahd
0,k make sense btw carlos difficult guy gonna smoke go pick second batch get gas
0,ill get tomorrow send
0,dear ok
0,text way cup stop work bus
0,great day beautiful one
0,hamster dead hey tmr meet pm orchard mrt
1,u nokia plus free digital camera u get u win free auction take part send nokia poboxtcrw
0,meeting u work tel shall work tomorrow
0,hoping get away langport still town tonight
0,im late tellmiss im way
0,ltgt min stop somewhere first
0,ta job available let know please co really need start working
0,haha dont angry take practice real thing
0,finished missing plenty
0,ha don‘t know either clever simple thing pear day perfect christmas
0,walked mom right stagwood pas right winterstone left victor hill address ltgt
0,officewhats mattermsg nowi call break
0,tell bad character u dnt lik ill try change ltgt add tat new year resolution waiting ur replybe frankgood morning
1,freemsg txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop
0,life alle moneeppolum oru pole allalo
0,didnt get second half message
0,see film
0,dont want hear philosophy say happen
0,ok ill right later
0,might want pull case plan spending dont much confidence derek taylor money management
0,message truro hospital ext phone phone side
0,erutupalam thandiyachu
0,lol u trust
0,cud u tell ppl im gona b bit l co bus hav gon past co full im still waitin pete x
0,ur change da report big co ive already made change da previous report
0,yup ive finished c ü
0,go e normal pilate intro
1,ree entry weekly comp chance win ipod txt pod get entry std txt rate tc apply detail
0,speak feel word better silence gud mrng
1,life never much fun great came made truly special wont forget enjoy one gbpsms
0,shant disturb u anymore jia
0,im town ill jus take mrt later
0,thats alrite girl u know gail neva wrongtake care sweet dont worryc u ltr hunlove yaxxx
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
1,tbspersolvo chasing u since sept for£ definitely paying thanks information ignore kath manchester
0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
0,well boy glad g wasted night applebees nothing
0,make sure alex know birthday fifteen minute far youre concerned
0,ill give plus said grinule greet whenever speak
0,hey leave friday wait ask superior tell
0,add dont really care cant least get dude fuck hey money want
0,tomarrow final hearing laptop case cant
0,nice new shirt thing wear nudist themed mu
0,well must pain catch
1,sorry missed call let talk time im
0,oh come ah
0,always chat fact need money raise
0,idea
0,lot happened feel quiet beth aunt charlie working lot helen mo
0,okay well thanks clarification
0,ok sweet dream
0,thanx e brownie v nice
0,say ltgt year old man money im last ltgt still waiting check
0,ok lor ned go toa payoh return smth u wan send wat
0,hi msg meim office
0,u sure u cant take sick time
0,well slightly disastrous class pm fav darling hope day ok coffee wld good cant stay late tomorrow time place always
0,creepy crazy
1,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd
0,got lousy sleep kept waking every hour see cat wanted come worry cold
0,usually take fifteen fucking minute respond yes question
0,forgot ask ü smth there card da present lei ü want write smth sign
0,im good movie ok leave hourish
0,oh send address
0,anything lor coming
0,kothi print marandratha
0,si think waste rr
0,yes glad made
0,heygreat dealfarm tour pm pax deposit may
0,one
0,huh late fr dinner
0,came hostel going sleep plz call class hrishi
0,pleased inform application airtel broadband processed successfully installation happen within day
0,hello hun ru way im good date guy met walkabout far meet soon hows everyone else
0,uhhhhrmm isnt tb test bad youre sick
0,dont make ne plan nxt wknd coz want u come ok
0,nw came hme da
0,id onluy matter getting offcampus
1,jamster get free wallpaper text heart tc apply need help call
1,congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl
0,hmmmbut give one day
0,moon come color dream star make musical sm give warm peaceful sleep good night
0,wanna gym
0,good good billy mate gone jogging enjoy concert
0,aiyah u ok already lar e nydc wheellock
0,ok shell ok guess
0,know need get hotel got invitation apologise cali sweet come english bloke weddin
0,lol yes add spice day
0,fine thats way u feel thats way gota b
0,depends individual lor e hair dresser say pretty parent say look gong u kaypoh also dunno wat collecting
0,got arrested possession shit lttimegt pm
0,hi birth lb oz mother baby brilliantly
0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent day ago
1,free entry £ weekly comp send word win tc wwwtxttowincouk
0,also andros ice etc etc
0,hey chief give bell get need talk royal visit st june
0,aight sound good want come
0,god asked forgiveness little child gave lovely reply wonderful fruit tree give hurt stone good night
0,spoil bed well
1,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
0,decided people care stuff vote caring stuff loser
0,hey whats plan sat
0,lol yes friendship hanging thread cause u wont buy stuff
0,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat
0,plural noun research
0,networking technical support associate
0,ugh dont wanna get bed warm
0,dont think u got think use got good ni
0,rather prominent bite mark right cheek
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
0,hi hope ur day good back walk table booked half eight let know ur coming
0,bookedthe hut also time way
0,good afternoon starshine hows boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
1,complimentary star ibiza holiday £ cash need urgent collection landline lose boxskwpppm
0,taste fish curry p
0,ü go buy wif meet ü later
0,board working fine issue overheating also reslove still software inst pending come around clock
0,test earlier appreciate call tomorrow
0,hitechnical supportproviding assistance u customer call email
0,accidentally brought em home box
1,today voda number ending selected receive award hava match please call quoting claim code standard rate app
0,aight rush ill ask jay
1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate zed pobox wwq normptone
0,haha awesome might need take doin tonight
0,pls send comprehensive mail im paying much
0,use foreign stamp country
0,thanx sending home
0,hey babe far spunout spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
0,jokin lar depends phone father get lor
0,brother transfered ltgt ltgt pa
0,k fyi x ride early tomorrow morning he crashing place tonight
0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hr last nite today wrk
0,good afternoon sunshine dawn day refreshed happy alive breathe air smile think love always
0,kinda first one get twelve aah speak tomo
0,celebrate bday else
0,oi gonna ring
0,lil fever fine
0,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home
0,hope great new semester wish best made greatness
1,u secret admirer looking make contact ufind rreveal think ur specialcall
0,im sorry ive joined league people dont keep touch mean great deal friend time even great personal cost great week
0,wasnt paying attention
0,pick bout ish time going
0,cool text head
0,hey babe saw came online second disappeared happened
0,water logging desert geoenvironmental implication
1,urgent nd attempt contact u £ prize yesterday still awaiting collection claim call
0,play w computer aiyah tok u lor
0,get home
0,either idea know anyplaces something
0,ok thanx
0,promise take good care princess run please send pic get chance ttyl
1,urgent please call landline £ cash luxury canary island holiday await collection tc sae po box mxy ppm
0,ok set let u noe e detail later
0,yun ahnow ü wkg wherebtw ü go nu sc ü wana specialise wad
0,sorry chikku cell got problem thts nt able reply u msg u
1,today voda number ending selected receive £award match please call quoting claim code standard rate app
0,could seen mei didt recognise face
0,lol know theyre dramatic school already closed tomorrow apparently cant drive inch snow supposed get
0,youre done mean
0,think might give miss teaching til twelve lecture two damn working thing
0,thursday night yeah sure thing well work
0,k ill
0,like love arrange
0,spending new year brother family let plan meet next week ready spoiled
0,u sick still go shopping
0,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb
1,ur cashbalance currently pound maximize ur cashin send collect pmsg cc po box tcrw
0,need detail online job
0,sorry man account dry would want could trade back half could buy shit credit card
0,good trip watch remember get back must decide easter
0,stupid say challenge godyou dont think write instead respond immed
0,dont knw pa drink milk
0,thanks yesterday sir wonderful hope enjoyed burial mojibiola
0,yo jp hungry like mofo
0,lol busy
0,got divorce lol shes
0,aight well head
0,honestly ive made lovely cup tea promptly dropped key burnt finger getting
1,wanna get laid nite want real dogging location sent direct ur mobile join uk largest dogging network txt park nyt eca lp £msg
0,hope alright babe worry might felt bit desparate learned job fake waiting come back love
0,tell theyre female v howre throwing deciding get
0,ive sent ü part
0,package program well
0,want inside every night
0,yoyyooo u know change permission drive mac usb flash drive
0,seriously tell exact word right
0,alex know guy sell mids he south tampa dont think could set like
0,talking thats de wont
0,ok c u
0,hello baby get back mom setting computer filling belly go loverboy miss already sigh
1,free st week entry textpod chance win gb ipod £ cash every wk txt vpod tscs wwwtextpodnet custcare
0,dis yijue jus saw ur mail case huiming havent sent u num dis num
0,dude saw parked car sunroof popped sux
0,alright well bring see like ltgt min
0,thats haf combine n c lor
0,great office today
0,shall ask one thing dont mistake
0,flippin shit yet
0,dont make life stressfull always find time laugh may add year life surely add life ur year gud niswt dream
0,mmmm fuck fair know weakness grin push knee expose belly pull head dont forget know wicked smile
0,im done im sorry hope next space give everything want remember furniture im around move lock lock leave key jenne
0,open door
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went post office child went play neighbour went marriage police arrested murderer immediately who reply reason u r brilliant
0,ok lor wat time ü finish
0,v nice sheffield tom air opinion category b used measure ethnicity next census busy transcribing
0,thats cool princess cover face hot sticky cum
0,gone get info bt dont know
0,k ill call im close
0,making easy pay back ltgt yr say pay back earlier get
0,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
0,want send something sell fast ltgt k easy money
0,many people seems special first sight remain special till last sight maintain till life end take cr da
0,finally happened aftr decade beer cheaper petrol goverment expects u drink dont drive
0,u ned convince tht possible witot hurting feeling main
0,could read love answered
0,wish u feel alone
0,im reaching home min
0,much dirty fellow
1,free msg single find partner area real people waiting chat nowsend chat cncl send stopcs £ per msg
0,always putting business put picture as facebook one open people ive ever met would think picture room would hurt make feel violated
0,get chicken broth want ramen unless there dont know
0,pls wont belive godnot jesus
0,night sweet sleep well ive see exorcism emily rose may never sleep hug snogs
0,call ltgt min thats ok
0,clothes jewelry trip
0,beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning
0,getting back home
0,see forwarding message proof
0,girl stay bed girl doesnt need recovery time id rather pas fun cooped bed
0,dad gonna call get work ask crazy question
0,min go lunch
0,ur lecture
0,ü dun wan watch infernal affair
1,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsmscom text stop stopcost p
0,thk lor dunno get ticket wat u
0,ü neva tell noe im home da aft wat
0,oh ok didnt know meant yep baby jontin
0,ü send content page
0,takin shower yeah ill leave im done
0,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen
0,thinking u x
0,faith make thing possiblehope make thing worklove make thing beautifulmay three christmasmerry christmas
0,new car house parentsi new job hand
1,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
0,boooo always work quit
0,u make fb list
0,kindly send one flat ltdecimalgt today
1,guaranteed £ cash £ prize claim yr prize call customer service representative ampm
1,freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end
0,yes watching footie worried going blow phil neville
0,number sir
0,sound like many talent would like go dinner date next week
0,think one saying clearly ok leave need ask go come
0,yeah thats thought lemme know anythings goin later
0,wonder co dun rem seeing silver car thk saw black one
0,u dun wan u dun like already ah wat u still eating
0,ultimately tor motive tui achieve korli
0,room need
0,ugh leg hurt musta overdid mon
0,call u finish come n pick u
0,great escape fancy bridge need lager see tomo
0,ill always even spirit ill get bb soon trying sure need
0,told going got drunk
1,free entry £ weekly competition text word win tc wwwtxttowincouk
0,good weekend
0,went ganesh dress shop
0,watching movie already xy want shop im shopping w
0,sorry uncle ill keep touch
1,missed call alert number called left message
0,ok ksry knw sivatats askd
0,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
0,oh thkin goin yogasana den nd go den rush parco nb okie lor u call ready
0,want kiss feel next
0,yo come carlos soon
0,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite
0,yep get program youre slacking
0,sir good morning hope good weekend called let know able raise ltgt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola
0,captain room
1,talk sexy make new friend fall love world discreet text dating service text vip see could meet
0,gettin rdy ship comp
0,u want meet morro
0,haha first person gonna ask
0,guess got screwd
0,mm food da
0,im serious money base
0,change fb jaykwon thuglyfe falconerf
0,much ur hdd casing cost
0,moneyas youmoney aint thinghow sha
0,k k pa lunch aha
0,oh mr sheffield wanna play game okay youre bos im nanny give raise ill give one
0,wonder youll get text
0,didnt u call lunch
0,u still plumber tape wrench could borrow
0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
0,wondarfull song
0,mmmmm loved waking word morning miss love hope day go well happy wait u together
0,affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow
0,oh great ill disturb talk
0,i‘ll look frying pan case it‘s cheap book perhaps that‘s silly frying pan isn‘t likely book
0,dont give monkey wot think certainly dont mind friend mineall dont sleep wiv wud annoyin
0,good morning pookie pie lol hope didnt wake u
0,also ive sorta blown couple time recently id rather text blue looking weed
0,hi way u day normal waythis real ur uniquei hope know u rest mylife hope u find wot lost
0,tired havent slept well past night
0,idea guess well work hour supposed leave since usual nobody interest figuring shit last second
0,yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
0,sorry da thangam sorry held prasad
0,u get message
0,single single answer fighting plus said broke didnt reply
0,today system sh get readyall well also deep well
0,ok ur typical reply
1,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
0,something u ate
0,speaking cash yet
0,yeah whatever lol
0,thats said bad dat e gal know u wat u
0,wont get concentration dear know mind everything
0,fyi im usf swing room whenever
0,hey want crave miss need love ahmad saeed al hallaq
0,staff placement training amrita college
0,yes thought thanks
0,yup izzit still raining heavily co im e mrt cant c outside
0,hey free call
1,urgent please call landline £ cash luxury canary island holiday await collection tc sae award maq ppm “
0,possession especially first offense
0,painful personal thought always try keep everybody happy time nobody recognises alone
0,compliment away system side
1,fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x
0,lol yeah point guess
0,drug able eat
0,anytime
0,went fast asleep deartake care
0,ok thk got u wan come wat
0,watching surya movie pm vijay movie pokkiri
0,neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei ü got lot work ar
0,dear sleeping p
0,lol u come idea
0,audrie lousy autocorrect
0,think da wil
0,going sao mu today done
1,accordingly repeat text word ok mobile phone send
0,thats fine ill bitch later
0,haha think
0,yes many sweet
0,ssnervous ltgt
0,man bus slow think youre gonna get
1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call
0,like hotel dusk game think solve puzzle area thing
0,ever easier
0,im sorry bout last nite wasnt ur fault spouse pmt sumthin u give think u shldxxxx
0,life spend someone lifetime may meaningless moment spent someone really love mean life
0,aiyo co sm ü ü neva reply wait ü reply lar tot ü havent finish ur lab wat
0,would u fuckin believe didnt know thurs pre booked cancelled need b sacked
0,edison rightly said fool ask question wise man answer know u speechless viva gmgngegnt
0,know hows anthony bringing money ive school fee pay rent stuff like thats need help friend need
1,download many ringtones u like restriction choose u even send yr buddy txt sir £
0,take care n get well soon
0,dont put stuff road keep getting slippery
0,yeah imagine would really gentle unlike doc treat patient like turkey
0,cant u try new invention flyim joking
0,planned yet going join company jan onlydon know happen
0,noooooooo please last thing need stress life fair
0,sure yet still trying get hold
0,shall get pouch
0,customer place wil cal u sir
0,never lei v lazy got wat dat day ü send da url cant work one
0,playin space poker u
1,dating service asked contact u someone shy call revealed pobox uz p
0,em olowoyey uscedu great time argentina sad secretary everything blessing
0,like ltgt question
0,still tonight
0,sister law hope great month saying hey abiola
0,good afternoon love go day sleep hope well boytoy think
0,prof passed paper sem congrats student enna kalaachutaarama prof gud mrng
0,thanks loving rock
0,couldnt say dying man feel sad go wanted know would probably gone late night
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle
0,thanks talk saturday dear cherish brother role model
0,u drive lor
0,search happiness main source unhappiness accept life way come u find happiness every moment u live
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie
0,sent score sophas secondary application school think thinking applying research cost also contact joke ogunrinde school one less expensive one
0,sorry ill call later meeting
0,okay soon best
0,online transaction
0,im class get text
0,people game im mall iouri kaila
0,dnt wnt tlk wid u
0,news hassling get weed week andres money haughaighgtujhyguj
0,callin say hi take care bruv
0,take ltgt min
0,babe im answering cant see maybe youd better reboot ym got photo great
0,ü come lt n pas lar
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl
0,sir need velusamy sir date birth company bank facility detail
0,much better thanks lol
0,try something dear read something exam
0,moji informed saved life thanks
0,goodnight sleep well da please take care pa please
0,sent scream moan bed princess
0,mobile numberpls sm ur mail idconvey regard achanammarakheshqatar
0,alright took morphine back yo
0,eh den sat u book e kb liao huh
0,said kiss kiss cant sound effect gorgeous man isnt kind person need smile brighten day
0,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
0,think disturbing da
0,argh g spotty anyway thing remember research province sterling problemfree place looked
1,hi mandy sullivan calling hotmix fmyou chosen receive £ easter prize drawplease telephone claim prize transferred someone else
0,é ardé rest ard leastwhich é price é bedrm
0,dont respond imma assume youre still asleep imma start calling n shit
0,u coming back dinner rite dad ask confirm wif u
0,alright ill make sure car back tonight
0,also north carolina texas atm would go gre site pay test result sent
0,hows pain deary r u smiling
0,r u sam p eachother meet go house
0,morning ok
0,whatsup dont u want sleep
0,okay lor still let u go ah coz know later drop card box right
0,im home ard wat time u reach
0,pic please resend
0,ooooooh forgot tell u get yoville phone
0,dai downloaded exe file run exe installing
1,guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
0,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face
0,happen dear silent tensed
0,much gave morning
0,sno competition
0,kkhow sister kid
0,good afternoon boytoy feeling today better hope good boy obedient slave please queen
0,pls pls find aunt nike
0,auntie huai juan never pick phone
0,think rule tamilnaduthen tough people
0,photoshop make computer shut
0,ok many buy
0,got new job bar airport satsgettin per hour mean lie keep touch
0,petey boy whereare friendsare thekingshead come canlove nic
0,whats oga left phone home saw ur message hope good great weekend
0,great send account number
0,dont message offer
0,guess pub im im happy pig clover whatever saying
0,thanks picking trash
0,ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read
1,welcome select service added benefit call specially trained advisor free mobile dialling
0,yeah worse
0,see letter b car
0,anything
0,class hour sorry
0,hey hunonbus goin meet want go meal donyt feel like cuz get last bus homebut he sweet latelyxxx
0,home watching tv lor
0,aight yo dat straight dogg
1,hi ibh customer loyalty offer new nokia mobile £ txtauctiontxt wordstart get nowt
1,mobile mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call
0,thats ok popped ask bout something said youd around tonght wen girl come
0,mum hope great day hoping text meet well full life great day abiola
0,dont know ask brother nothing problem thing told
0,cancelled yeah baby well sound important understand darlin give ring later fone love kate x
0,guy asking get slipper gone last year
0,gotta collect da car lei
0,released vday shirt u put make bottom half naked instead white underwear
0,ooh got im gonna start belly dancing moseley wed u want join cafe
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join
0,oops thk dun haf enuff go check tell ü
0,two team waiting player
1,want new video phone anytime network min half price line rental free text month reply call free delivery
0,sfirst timedhoni rock
1,hi amy sending free phone number couple day give access adult party
0,hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet
1,guaranteed £ award even £ cashto claim ur award call free stop getstop php
0,released another italian one today cosign option
0,depends quality want type sent boye faded glory want ralphs maybe
1,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd
0,need say anything know outsider
0,course dont tease know simply must see grin keep posted prey loving smile devouring kiss
0,bring home wendy
0,ohi asked fun hahatake care ü
0,aiya discus later lar pick ü
0,gettin bit arty collage mo well tryin ne way got roast min lovely shall enjoy
0,dont worry day big lambu ji vl cometil enjoy batchlor party
0,hen night going swing
0,k text youre way
0,damn poor zac doesnt stand chance
0,good day mine really busy much tomorrow night
0,jordan got voted last nite
0,da vijay going talk jaya tv
0,yup lunch buffet u eat already
0,size elephant tablet u shove um ur as
0,r ü comin back dinner
1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr £ sptyrone
0,u studying sch going home anyway ill b going sch later
0,able sleep
0,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter
